File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix3.inl,"Matrix3::ToEulerAnglesZXY(float& rfZAngle, float& rfXAngle, float& rfYAngle) const",31,25,17,5,1,0,5,27,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix3.inl,"Matrix3::ToEulerAnglesZYX(float& rfZAngle, float& rfYAngle, float& rfXAngle) const",31,25,17,5,1,0,5,27,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix3.inl,"Matrix3::Slerp(float fT, const Matrix3& rkR0, const Matrix3& rkR1)",6,6,6,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix3.inl,"Matrix3::Tridiagonalize(float afDiag[3], float afSubd[2])",57,46,42,3,4,0,7,33,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix3.inl,"Matrix3::QLAlgorithm(float afDiag[3], float afSubd[2])",208,141,104,15,19,0,48,306,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix3.inl,"Matrix3::Bidiagonalize(Matrix3& rkA, Matrix3& rkL, Matrix3& rkR)",120,107,90,5,10,0,3,15,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix3.inl,"Matrix3::GolubKahanStep(Matrix3& rkA, Matrix3& rkL, Matrix3& rkR)",101,85,76,4,12,0,4,8,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix3.inl,"Matrix3::SingularValueDecomposition(Matrix3& rkL, Matrix3& rkS, Matrix3& rkR) const",126,111,71,14,12,0,3,10,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix3.inl,"Matrix3::SingularValueComposition(const Matrix3& rkL, const Matrix3& rkS, const Matrix3& rkR)",2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix3.inl,"Matrix3::QDUDecomposition(Matrix3& rkQ, Matrix3& rkD, Matrix3& rkU) const",101,68,48,3,8,0,25,153,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix3.inl,"operator*(float fScalar, const Matrix3& rkM)",2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix3.inl,"operator*(const Vector3& rkV, const Matrix3& rkM)",5,5,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix3.inl,Matrix3::read(InputStream &is),3,3,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix3.inl,Matrix3::write(OutputStream &os) const,3,3,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::Matrix4(bool bZero),9,9,5,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::Matrix4(const Matrix4& rkM),3,3,3,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::Matrix4(float fM00, float fM01, float fM02, float fM03, float fM10, float fM11, float fM12, float fM13, float fM20, float fM21, float fM22, float fM23, float fM30, float fM31, float fM32, float fM33)",17,17,17,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::Matrix4(const float afEntry[16], bool bRowMajor)",25,25,21,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::Set(float fM00, float fM01, float fM02, float fM03, float fM10, float fM11, float fM12, float fM13, float fM20, float fM21, float fM22, float fM23, float fM30, float fM31, float fM32, float fM33)",5,5,5,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,float*() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::operator float*(),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::operator[](int iRow) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::operator[](int iRow),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::operator()(int iRow, int iCol) const",2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::operator()(int iRow, int iCol)",2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::I(int iRow, int iCol)",5,3,3,1,1,0,1,4,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::SetRow(int iRow, const Vector4& rkV)",6,6,4,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::GetRow(int iRow) const,8,8,6,2,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::SetColumn(int iCol, const Vector4& rkV)",6,6,4,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::GetColumn(int iCol) const,8,8,6,2,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::GetColumnMajor(float* afCMajor) const,8,8,4,2,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::operator=(const Matrix4& rkM),4,4,4,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::CompareArrays(const Matrix4& rkM) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::operator==(const Matrix4& rkM) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::operator!=(const Matrix4& rkM) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::operator<(const Matrix4& rkM) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::operator<=(const Matrix4& rkM) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::operator>(const Matrix4& rkM) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::operator>=(const Matrix4& rkM) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::operator+(const Matrix4& rkM) const,7,7,5,2,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::operator-(const Matrix4& rkM) const,7,7,5,2,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::operator*(const Matrix4& rkM) const,61,19,19,1,5,0,37,201,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::operator*(float fScalar) const,7,7,5,2,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::operator-() const,7,7,5,2,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::operator+=(const Matrix4& rkM),6,6,4,2,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::operator-=(const Matrix4& rkM),6,6,4,2,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::operator*=(float fScalar),6,6,4,2,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::operator*(const Vector4& rkV) const,19,7,7,1,1,0,11,31,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::operator*(const Vector3& rkV) const,21,6,6,1,2,0,13,37,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::TimesPositionVector(const Vector3& rkV) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::TimesDirectionVector(const Vector3& rkV) const,11,11,7,3,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::Transpose() const,10,10,6,3,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::TransposeTimes(const Matrix4& rkM) const,17,16,9,4,0,0,1,7,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::TimesTranspose(const Matrix4& rkM) const,17,16,9,4,0,0,1,7,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::Inverse() const,48,44,38,5,4,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::Adjoint() const,33,31,31,1,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::Determinant() const,15,15,15,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::QForm(const Vector4& rkU, const Vector4& rkV) const",2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::FromEulerAnglesXYZ(float fYAngle, float fPAngle, float fRAngle)",26,22,13,1,4,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::FromEulerAnglesXZY(float fYAngle, float fPAngle, float fRAngle)",26,22,13,1,4,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::FromEulerAnglesYXZ(float fYAngle, float fPAngle, float fRAngle)",26,22,13,1,4,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::FromEulerAnglesYZX(float fYAngle, float fPAngle, float fRAngle)",26,22,13,1,4,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::FromEulerAnglesZXY(float fYAngle, float fPAngle, float fRAngle)",26,22,13,1,4,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::FromEulerAnglesZYX(float fYAngle, float fPAngle, float fRAngle)",26,22,13,1,4,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::ToEulerAnglesXYZ(float &rfXAngle, float &rfYAngle, float &rfZAngle) const",30,25,17,5,0,0,5,27,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::ToEulerAnglesXZY(float &rfXAngle, float &rfZAngle, float &rfYAngle) const",31,25,17,5,1,0,5,27,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::ToEulerAnglesYXZ(float& rfYAngle, float& rfXAngle, float& rfZAngle) const",31,25,17,5,1,0,5,27,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::ToEulerAnglesYZX(float& rfYAngle, float& rfZAngle, float& rfXAngle) const",31,25,17,5,1,0,5,27,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::ToEulerAnglesZXY(float& rfZAngle, float& rfXAngle, float& rfYAngle) const",31,25,17,5,1,0,5,27,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::ToEulerAnglesZYX(float& rfZAngle, float& rfYAngle, float& rfXAngle) const",31,25,17,5,1,0,5,27,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::FromSRT(const Vector3 &s, const Vector3 &r, const Vector3 &t)",16,13,13,0,3,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::ToSRT(Vector3 &s, Vector3 &r, Vector3 &t) const",22,18,18,0,4,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::initZero(),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::initIdentity(),17,17,17,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::initTranslate(float x, float y, float z)",5,5,5,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::initRotateX(float radian),13,8,8,0,1,0,4,12,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::initRotateY(float radian),13,8,8,0,1,0,4,12,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::initRotateZ(float radian),13,8,8,0,1,0,4,12,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::initRotateAxisAngle(const Vector3 &axis, float radian)",27,23,23,0,4,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::initRotateZXY(float rz, float rx, float ry)",2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::initRotateZYX(float rz, float ry, float rx)",2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::initScale(float scale),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::initScale(float x, float y, float z)",6,5,5,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::initTranslateRotZXYScale(float tx, float ty, float tz, float rz, float rx, float ry, float scale)",19,15,15,0,4,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::initTranslateRotZYXScale(float tx, float ty, float tz, float rz, float ry, float rx, float scale)",19,15,15,0,4,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::initTranslateRotZYXScale(float tx, float ty, float tz, float rz, float ry, float rx, float sx, float sy, float sz)",19,15,15,0,4,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::initTranslateRotAxisAngleScale(float tx, float ty, float tz, const Vector3 &axis, const float radian, float scale)",18,14,14,0,4,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::initTranslateScale(float tx, float ty, float tz, float scale)",6,5,5,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::initLookAt(const Vector3 &position, const Vector3 &objective, const Vector3 &up)",2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::initLookAtScale(const Vector3 &position, const Vector3 &objective, const Vector3 &up, float scale)",26,23,23,0,2,0,1,2,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::initStandOn(const Vector3 &position, const Vector3 &objective, const Vector3 &up)",2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::initStandOnScale(const Vector3 &position, const Vector3 &objective, const Vector3 &up, float scale)",26,24,24,0,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::initPerspective(float w, float h, float n, float f)",2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::initPerspectiveFov(float fovY, float aspect, float n, float f)",8,6,6,0,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::initPerspectiveOffCenter(float l, float r, float b, float t, float n, float f)",20,17,17,0,3,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::initOrthogonal(float w, float h, float n, float f)",2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"Matrix4::initOrthogonalOffCenter(float l, float r, float b, float t, float n, float f)",20,17,17,0,3,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::orthonormalize(),45,22,22,0,11,0,12,51,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,"operator*(float fScalar, const Matrix4& rkM)",2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::read(InputStream &is),3,3,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,Matrix4::write(OutputStream &os) const,3,3,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Plane3.inl,Plane3::Plane3(),2,1,1,0,0,0,1,1,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Plane3.inl,Plane3::Plane3(const Plane3& rkPlane),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Plane3.inl,"Plane3::Plane3(const Vector3& rkNormal, float fConstant)",2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Plane3.inl,"Plane3::Plane3(const Vector3& rkNormal, const Vector3& rkP)",2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Plane3.inl,"Plane3::Plane3(const Vector3& rkP0, const Vector3& rkP1, const Vector3& rkP2)",5,5,5,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Plane3.inl,Plane3::operator=(const Plane3& rkPlane),4,4,4,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Plane3.inl,Plane3::DistanceTo(const Vector3& rkP) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Plane3.inl,Plane3::isCoplanar(const Plane3& rkPlane) const,5,5,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Plane3.inl,Plane3::read(InputStream &is),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Plane3.inl,Plane3::write(OutputStream &os) const,2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Plane3.inl,Plane3::WhichSide(const Vector3& rkQ) const,14,11,7,5,3,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Polyhedron3.inl,"Polyhedron3::Polyhedron3(int iVQuantity, Vector3* akVertex, int iTQuantity, int* aiIndex, bool bOwner)",10,8,8,0,1,0,1,8,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Polyhedron3.inl,Polyhedron3::Polyhedron3(const Polyhedron3& rkPoly),5,5,5,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Polyhedron3.inl,Polyhedron3::~Polyhedron3(),6,6,4,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Polyhedron3.inl,Polyhedron3::operator=(const Polyhedron3& rkPoly),27,24,18,3,3,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Polyhedron3.inl,Polyhedron3::GetVQuantity() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Polyhedron3.inl,Polyhedron3::GetVertices() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Polyhedron3.inl,Polyhedron3::GetVertex(int i) const,3,3,3,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Polyhedron3.inl,Polyhedron3::GetTQuantity() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Polyhedron3.inl,Polyhedron3::GetIndices() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Polyhedron3.inl,Polyhedron3::GetTriangle(int i) const,3,3,3,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Polyhedron3.inl,"Polyhedron3::SetVertex(int i, const Vector3& rkV)",3,3,3,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Polyhedron3.inl,Polyhedron3::GetVertices(),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Polyhedron3.inl,Polyhedron3::ComputeVertexAverage() const,9,8,6,2,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Polyhedron3.inl,Polyhedron3::ComputeSurfaceArea() const,17,15,13,2,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Polyhedron3.inl,Polyhedron3::ComputeVolume() const,15,13,10,2,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Polynomial1.inl,Polynomial1::Polynomial1(int iDegree),12,11,7,1,0,0,1,2,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Polynomial1.inl,Polynomial1::Polynomial1(const Polynomial1& rkPoly),7,7,5,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Polynomial1.inl,Polynomial1::~Polynomial1(),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Polynomial1.inl,Polynomial1::SetDegree(int iDegree),12,11,7,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Polynomial1.inl,Polynomial1::GetDegree() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Polynomial1.inl,float*() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Polynomial1.inl,Polynomial1::operator float*(),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Polynomial1.inl,Polynomial1::operator[](int i) const,3,3,3,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Polynomial1.inl,Polynomial1::operator[](int i),3,3,3,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Polynomial1.inl,Polynomial1::operator=(const Polynomial1& rkPoly),14,12,8,3,2,0,0,0,
